Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
57,True,Primary School,5,False,True,True,False,6.59,True,Conventional,Tractor,17.9,4846,1759,38.46,2552,2436,Stable,Soybean,646,Poor
52,True,Primary School,1,False,True,False,False,1.9,True,Hydroponic,Hoe,17.07,4943,735,52.31,5313,2141,Stable,Soybean,339,Poor
35,True,Master,1,True,False,True,True,37.16,True,Conventional,Tractor,65.62,8176,2222,72.72,10070,4185,Growing,Corn,816,Best
42,False,Primary School,7,False,False,False,True,8.63,False,Conventional,Hoe,36.02,3363,1009,51.26,4823,2360,Declining,Wheat,364,Poor
29,True,Phd,5,True,False,False,True,2.99,False,Hydroponic,Hoe,33.84,4612,561,46.37,2707,2553,Growing,Wheat,501,Poor
51,False,Primary School,0,True,False,False,False,9.95,False,Hydroponic,Hoe,42.3,3277,634,36.75,4650,1150,Stable,Soybean,516,Poor
56,False,High School,0,False,False,False,True,4.52,False,Hydroponic,Hoe,34.44,4174,1706,48.22,4169,2992,Growing,Rice,400,Poor
37,False,Primary School,10,False,False,True,False,7.49,True,Hydroponic,Plow,15.57,2598,533,33.07,5289,1341,Growing,Corn,480,Poor
35,True,Primary School,4,False,False,True,False,8.41,False,Conventional,Plow,32.33,4433,1974,34.57,2533,1448,Stable,Corn,563,Poor
22,False,Primary School,4,False,False,False,True,6.14,True,Organic,Tractor,14.97,3248,1454,41.31,3628,1697,Declining,Corn,531,Poor
53,True,Primary School,6,False,True,True,True,4.86,False,Hydroponic,Combine,37.9,3870,628,24.57,5245,1864,Declining,Wheat,636,Poor
42,True,Postgraduate,2,True,False,True,False,11.29,True,Organic,Plow,44.92,7833,3655,69.91,8925,2287,Declining,Soybean,750,Average
63,True,Secondary School,0,True,True,True,False,8.46,False,Organic,Combine,31.76,3849,991,52.25,2524,1995,Stable,Wheat,361,Poor
62,False,College,6,True,True,False,False,8.42,False,Hydroponic,Combine,17.92,2019,1676,26.67,4626,1001,Stable,Wheat,598,Poor
47,True,Bachelor,1,True,False,True,True,38.55,True,Organic,Tractor,85.21,6865,3552,94.67,6683,4741,Stable,Corn,869,Best
56,True,Primary School,4,False,True,True,False,7.97,True,Hydroponic,Combine,65.89,7520,3920,57.5,6336,4789,Stable,Wheat,737,Average
45,True,High School,2,True,True,True,True,38.7,True,Organic,Plow,75.91,5895,2331,66.57,6336,5504,Stable,Rice,866,Best
37,True,Postgraduate,9,False,True,False,True,7.66,False,Conventional,Hoe,31.07,2753,1337,41.07,2148,2012,Growing,Corn,586,Poor
36,False,Secondary School,2,False,True,True,True,7.83,True,Organic,Tractor,30.19,7416,1326,57.18,4734,1975,Declining,Wheat,683,Average
29,False,Primary School,9,True,False,False,False,5.78,True,Organic,Tractor,17.71,2605,1288,25.74,2615,2876,Growing,Wheat,457,Poor
47,True,Primary School,0,False,False,True,True,1.25,True,Organic,Plow,44.27,3243,1395,49.18,5975,2714,Stable,Soybean,432,Poor
54,True,High School,9,True,False,True,False,6.02,False,Conventional,Combine,21.36,4213,1965,51.15,4965,2354,Stable,Wheat,414,Poor
23,True,Primary School,9,True,False,True,True,17.95,False,Organic,Hoe,67.8,5660,2097,44.31,4695,2806,Declining,Wheat,713,Average
63,True,Primary School,10,True,True,False,False,8.69,False,Organic,Tractor,25.81,4526,1687,43.48,5489,1069,Declining,Corn,561,Poor
45,False,High School,7,False,False,True,False,7.36,False,Organic,Plow,52.61,5897,2228,42.07,5236,3823,Declining,Soybean,743,Average
31,True,Primary School,7,False,False,True,True,8.8,True,Conventional,Plow,49.16,3304,1445,59.74,3372,1027,Declining,Soybean,582,Poor
43,False,Phd,0,False,True,True,False,5.94,False,Organic,Combine,11.77,1447,1652,54.33,3262,2415,Stable,Wheat,365,Poor
58,True,Bachelor,2,True,True,True,True,14.59,True,Conventional,Tractor,92.68,8452,3395,80.95,7924,4197,Stable,Corn,872,Best
40,True,Primary School,0,False,False,False,True,11.05,False,Organic,Combine,44.47,5076,3166,43.95,6373,3872,Stable,Rice,765,Average
50,True,High School,6,False,False,False,False,8.5,False,Hydroponic,Combine,30.24,4125,1567,25.0,5574,2151,Declining,Rice,317,Poor
45,False,Primary School,7,True,False,True,False,6.54,False,Hydroponic,Tractor,70.93,4493,1197,84.64,8855,4446,Declining,Corn,697,Average
31,True,High School,1,True,True,True,True,45.23,True,Organic,Combine,89.91,5790,4201,103.34,8876,3957,Declining,Rice,800,Best
59,False,Primary School,9,False,True,False,True,9.56,False,Conventional,Hoe,26.56,4710,1267,36.39,3028,1370,Growing,Rice,397,Poor
43,True,Secondary School,7,True,False,False,True,6.47,False,Organic,Plow,49.23,1065,1631,33.52,2763,2828,Stable,Corn,516,Poor
36,True,Master,0,True,False,True,True,36.6,True,Hydroponic,Tractor,88.26,5714,2981,64.82,6150,5789,Stable,Rice,888,Best
24,True,Secondary School,9,True,False,False,True,5.08,False,Conventional,Hoe,29.12,3626,1778,31.55,3591,1541,Stable,Soybean,614,Poor
39,True,Primary School,5,True,False,True,True,6.51,False,Conventional,Plow,18.96,3845,1757,25.48,2455,1491,Stable,Corn,542,Poor
60,True,Master,1,True,True,True,True,39.54,True,Conventional,Hoe,82.15,8708,4895,108.92,10363,5315,Growing,Corn,900,Best
56,False,Primary School,10,False,True,False,True,6.55,True,Conventional,Plow,36.34,1728,1690,55.25,3422,2025,Stable,Wheat,394,Poor
33,True,High School,5,False,False,False,True,9.31,False,Conventional,Hoe,16.46,4215,1171,25.43,4456,1134,Stable,Corn,482,Poor
40,True,Primary School,10,True,False,True,False,17.48,False,Organic,Tractor,30.42,5072,1321,50.9,5752,3646,Stable,Corn,765,Average
29,True,Primary School,9,False,True,True,False,5.73,True,Hydroponic,Hoe,16.59,3913,1591,52.6,4415,2379,Stable,Corn,361,Poor
21,False,Phd,0,True,False,False,True,7.28,False,Hydroponic,Combine,38.16,1603,588,20.9,3480,2874,Growing,Soybean,434,Poor
52,True,Primary School,1,False,True,False,True,3.36,True,Conventional,Plow,27.75,4434,564,40.92,5278,2161,Declining,Corn,572,Poor
27,True,Primary School,2,True,False,False,True,6.28,True,Organic,Plow,43.37,4932,684,48.22,5454,2427,Stable,Soybean,545,Poor
61,True,Primary School,8,True,True,False,False,15.55,False,Hydroponic,Tractor,44.2,3936,1222,66.8,6570,2210,Stable,Wheat,700,Average
31,True,Secondary School,4,False,True,True,False,15.13,False,Organic,Plow,78.47,6063,1940,53.64,7518,3575,Stable,Wheat,733,Average
46,False,Primary School,0,False,True,True,True,13.52,True,Organic,Hoe,34.19,5775,1420,81.84,7730,1545,Declining,Soybean,705,Average
44,True,Primary School,5,False,True,False,False,18.85,True,Conventional,Plow,52.86,4150,1095,84.83,4091,3870,Growing,Rice,702,Average
56,True,High School,1,True,True,True,True,39.61,True,Hydroponic,Combine,98.52,7261,4601,68.02,9746,3842,Growing,Soybean,888,Best
52,False,Primary School,9,True,False,True,False,2.61,True,Hydroponic,Plow,17.09,1721,709,26.05,2980,2702,Stable,Rice,408,Poor
47,False,Primary School,10,True,False,False,True,2.46,True,Conventional,Tractor,14.34,4541,594,33.03,3964,1057,Growing,Corn,324,Poor
20,False,High School,6,False,False,True,False,8.11,False,Hydroponic,Plow,31.83,7662,2551,78.88,8096,1919,Declining,Soybean,729,Average
54,True,Primary School,3,False,False,False,False,6.0,True,Hydroponic,Hoe,44.87,4488,1527,48.49,4447,1864,Growing,Wheat,356,Poor
62,True,College,3,True,True,True,False,6.34,True,Hydroponic,Tractor,46.77,1218,1357,32.37,3186,2126,Stable,Rice,329,Poor
65,False,Primary School,9,True,False,False,True,3.21,False,Conventional,Plow,47.49,4351,1565,38.14,3733,1907,Growing,Rice,517,Poor
63,True,Primary School,10,False,False,False,True,9.21,False,Hydroponic,Combine,37.39,4343,927,52.82,2046,1596,Stable,Wheat,468,Poor
57,False,High School,8,False,True,False,False,3.68,True,Conventional,Hoe,39.38,3563,1729,52.43,2536,1107,Declining,Corn,318,Poor
30,True,High School,0,True,True,True,True,37.28,True,Conventional,Tractor,98.0,6414,3721,100.19,7856,5847,Stable,Corn,811,Best
65,False,Primary School,5,True,True,False,True,6.32,False,Conventional,Combine,21.59,2534,934,46.38,5817,1702,Declining,Corn,624,Poor
23,True,High School,0,True,True,True,True,22.75,True,Organic,Tractor,80.74,5399,2719,86.37,8451,5402,Stable,Wheat,812,Best
34,False,Primary School,6,False,True,False,True,3.03,True,Hydroponic,Combine,39.24,2211,940,52.28,2653,1173,Growing,Corn,562,Poor
33,False,Primary School,9,True,True,False,True,7.69,True,Organic,Tractor,48.57,2774,1252,51.18,2781,1334,Stable,Wheat,637,Poor
35,True,Primary School,1,True,True,False,False,1.7,False,Conventional,Plow,25.78,4286,1447,50.12,2778,1664,Stable,Rice,325,Poor
25,True,High School,7,True,False,True,False,5.96,True,Organic,Tractor,46.38,2628,617,53.02,5443,1680,Growing,Soybean,308,Poor
63,True,Master,3,True,True,True,True,20.83,True,Hydroponic,Tractor,89.91,5259,3102,92.3,6680,4390,Declining,Corn,885,Best
18,False,Primary School,2,False,False,True,True,5.29,False,Organic,Combine,21.59,3016,1295,33.35,3149,2538,Stable,Rice,599,Poor
63,False,High School,0,True,True,True,False,1.9,True,Organic,Combine,36.12,4719,577,45.0,2065,2340,Declining,Rice,638,Poor
33,True,Bachelor,3,True,False,True,True,18.91,True,Organic,Tractor,93.89,5498,3033,109.28,9941,5017,Growing,Soybean,889,Best
26,True,High School,8,False,True,True,True,9.27,True,Hydroponic,Hoe,25.52,1520,724,38.94,3799,3000,Stable,Corn,302,Poor
61,True,Primary School,5,False,True,True,False,5.83,False,Conventional,Hoe,61.72,3821,1774,79.39,6056,3161,Declining,Corn,790,Average
58,True,Primary School,7,True,False,False,True,7.52,True,Organic,Hoe,40.35,1364,1971,36.75,5617,1977,Growing,Rice,496,Poor
60,False,High School,8,False,False,False,False,16.28,True,Organic,Hoe,39.24,7028,1138,50.67,5063,3107,Stable,Corn,692,Average
37,False,High School,10,True,False,False,True,9.23,False,Hydroponic,Plow,42.63,1442,938,48.49,2418,1057,Growing,Rice,301,Poor
29,True,Phd,5,False,True,True,True,16.6,False,Organic,Tractor,56.35,3149,2306,43.87,5270,3473,Stable,Corn,663,Average
19,True,High School,1,True,False,False,False,10.15,True,Conventional,Plow,63.58,6081,2070,71.87,7981,3925,Growing,Soybean,792,Average
40,False,Primary School,4,False,True,False,False,5.34,False,Hydroponic,Hoe,44.85,4141,762,47.21,2280,1983,Growing,Wheat,616,Poor
49,False,High School,9,True,True,False,True,8.96,True,Conventional,Combine,46.51,1577,579,29.37,2673,2931,Stable,Wheat,561,Poor
47,False,High School,1,True,True,True,True,49.3,True,Hydroponic,Tractor,63.02,6907,2711,99.73,8086,3005,Growing,Wheat,900,Best
52,True,Master,1,True,True,True,True,21.17,True,Hydroponic,Tractor,72.94,8953,4888,98.27,9239,4171,Declining,Corn,874,Best
50,True,High School,0,True,True,True,True,27.49,True,Organic,Tractor,62.45,8418,3230,89.05,9961,2556,Stable,Corn,860,Best
28,True,High School,0,True,True,True,False,6.76,True,Organic,Hoe,31.07,4437,982,34.98,4668,2751,Stable,Rice,526,Poor
65,False,High School,2,True,True,True,False,8.44,True,Conventional,Combine,55.54,7975,2312,42.37,6138,3756,Stable,Corn,787,Average
55,True,Secondary School,0,True,False,False,False,3.77,False,Hydroponic,Combine,48.07,4788,1362,20.89,2054,1648,Stable,Corn,627,Poor
43,True,Secondary School,2,True,True,True,False,2.51,True,Conventional,Tractor,22.35,1619,643,46.12,5395,2029,Stable,Wheat,405,Poor
55,False,High School,9,False,False,False,True,1.32,False,Conventional,Tractor,46.33,4993,1084,52.64,3887,1982,Stable,Rice,588,Poor
46,True,Primary School,4,False,False,True,True,16.8,False,Organic,Plow,46.38,7768,3748,53.14,5335,1737,Stable,Wheat,689,Average
58,True,Master,0,True,True,True,True,47.66,True,Hydroponic,Plow,51.51,8794,4261,101.57,6234,5797,Growing,Soybean,825,Best
26,False,Primary School,8,False,False,True,True,3.0,True,Organic,Hoe,13.63,2736,1919,36.56,4674,1735,Growing,Wheat,613,Poor
31,True,College,10,False,False,True,True,8.52,False,Organic,Plow,42.61,4279,1139,38.34,2804,2502,Declining,Wheat,504,Poor
64,False,Primary School,5,True,True,True,False,8.69,True,Organic,Hoe,41.33,3719,1572,47.1,3790,2252,Stable,Wheat,418,Poor
42,True,High School,2,True,False,False,False,17.52,True,Hydroponic,Combine,34.8,6742,2413,81.64,6153,3849,Declining,Soybean,659,Average
39,False,High School,1,True,True,True,True,23.67,True,Organic,Tractor,98.01,6444,3005,70.89,9035,3595,Growing,Corn,804,Best
52,False,Primary School,5,False,True,True,True,7.13,False,Hydroponic,Tractor,30.28,3013,667,26.9,2997,1776,Growing,Soybean,331,Poor
63,True,Primary School,1,True,False,False,False,4.49,True,Conventional,Hoe,34.84,2357,1457,57.07,3568,2700,Stable,Rice,498,Poor
20,True,Secondary School,2,True,False,True,False,13.83,False,Hydroponic,Plow,54.72,3970,1955,83.96,6998,4806,Stable,Corn,740,Average
55,True,Master,2,True,True,True,True,48.91,True,Conventional,Tractor,94.71,9121,4238,105.63,6250,3356,Declining,Corn,869,Best
52,False,Primary School,6,False,False,False,False,7.69,False,Hydroponic,Combine,24.76,1342,1391,23.45,2582,1708,Growing,Corn,525,Poor
22,True,Primary School,7,True,True,True,False,8.9,False,Organic,Combine,41.04,4570,1092,52.55,2151,1890,Growing,Rice,335,Poor
42,True,Secondary School,8,False,False,True,True,19.56,False,Organic,Hoe,44.84,7516,1753,50.97,4982,4766,Declining,Soybean,655,Average
19,True,High School,1,True,True,True,True,45.0,True,Organic,Tractor,96.55,7762,4994,77.46,8664,2851,Growing,Corn,809,Best
42,False,Primary School,4,True,False,True,False,4.03,False,Conventional,Plow,39.82,4592,1281,53.8,4585,2439,Growing,Soybean,316,Poor
47,True,Secondary School,3,True,True,False,False,6.99,True,Organic,Hoe,41.06,1691,1419,36.05,3984,2706,Growing,Corn,463,Poor
32,True,Primary School,2,False,True,True,True,5.17,False,Organic,Hoe,20.9,1161,1542,22.23,2602,2474,Growing,Wheat,486,Poor
65,True,Primary School,6,False,True,False,False,5.85,False,Organic,Combine,45.75,1371,1694,56.86,5905,1533,Declining,Corn,485,Poor
56,True,Primary School,2,False,True,True,True,6.37,False,Organic,Hoe,44.75,3477,1891,21.05,4848,1943,Declining,Corn,306,Poor
50,True,Secondary School,10,True,False,False,False,6.15,True,Conventional,Tractor,23.83,4329,1427,30.22,5435,1783,Declining,Soybean,490,Poor
55,True,Primary School,4,False,False,True,False,7.48,False,Conventional,Combine,26.52,3730,538,22.13,2082,2318,Growing,Rice,443,Poor
34,True,Primary School,3,False,True,True,False,5.79,True,Organic,Combine,12.69,3014,731,39.0,2061,2771,Growing,Rice,302,Poor
37,True,High School,3,True,False,True,True,10.64,True,Hydroponic,Tractor,96.88,6013,2900,65.82,9264,3631,Growing,Wheat,842,Best
63,False,Postgraduate,5,True,False,False,False,7.04,True,Hydroponic,Plow,19.91,4538,1031,59.63,5821,1810,Declining,Rice,589,Poor
53,False,Primary School,1,True,True,True,False,3.85,True,Hydroponic,Hoe,19.26,4072,1102,22.76,4258,2296,Stable,Wheat,434,Poor
35,True,Primary School,4,False,False,True,False,5.09,True,Organic,Hoe,27.37,3323,1984,55.34,3879,2383,Stable,Soybean,361,Poor
39,True,High School,2,False,True,True,False,17.23,True,Organic,Hoe,52.69,5055,2147,67.19,6976,3056,Declining,Rice,709,Average
45,True,Primary School,1,True,True,False,False,13.78,True,Hydroponic,Hoe,67.52,6513,3140,54.57,8863,3615,Declining,Rice,750,Average
50,True,Bachelor,0,False,True,True,True,18.72,True,Organic,Plow,99.06,8236,4339,104.34,10383,4138,Declining,Soybean,865,Best
30,True,Phd,6,True,False,False,False,14.07,True,Organic,Tractor,31.33,3759,3710,70.54,5969,4246,Declining,Corn,667,Average
27,True,Primary School,4,False,True,False,False,6.42,True,Organic,Combine,54.05,6248,2277,88.63,8984,2902,Stable,Wheat,755,Average
46,True,Secondary School,3,False,False,False,False,7.53,False,Hydroponic,Hoe,57.5,3628,2458,54.15,5180,4883,Growing,Rice,650,Average
38,False,Primary School,6,True,True,True,False,8.99,False,Organic,Plow,45.14,3748,645,32.88,5156,1588,Growing,Soybean,619,Poor
53,True,Primary School,2,True,True,True,False,3.47,False,Conventional,Hoe,48.02,4547,1640,45.85,2580,2772,Growing,Soybean,611,Poor
62,True,Primary School,9,True,False,True,True,12.85,False,Hydroponic,Tractor,68.61,4025,3476,47.71,7482,3695,Stable,Wheat,750,Average
19,True,High School,1,False,True,True,False,8.74,True,Hydroponic,Plow,41.51,2592,1644,27.76,4475,2841,Stable,Soybean,541,Poor
35,True,Primary School,8,False,False,True,True,11.76,True,Organic,Hoe,46.4,6108,1929,79.67,4307,4322,Declining,Rice,784,Average
54,False,College,2,True,True,True,False,9.47,False,Organic,Tractor,19.5,1711,1530,58.7,3487,1043,Growing,Rice,483,Poor
39,False,Bachelor,1,True,False,True,True,18.61,True,Hydroponic,Tractor,81.94,5972,3966,79.6,7557,3252,Growing,Soybean,874,Best
64,False,College,5,True,False,True,True,9.99,False,Conventional,Tractor,55.77,3657,1355,54.87,8458,1561,Stable,Wheat,679,Average
31,True,Master,1,True,True,True,True,39.94,True,Conventional,Tractor,95.84,5519,4830,106.24,6910,5977,Declining,Soybean,867,Best
43,False,Primary School,4,True,True,True,True,16.37,True,Hydroponic,Hoe,35.52,3884,2284,73.07,7444,2462,Stable,Corn,787,Average
31,True,Primary School,0,True,False,False,False,3.26,False,Organic,Combine,19.96,1422,860,51.92,4287,1698,Growing,Soybean,611,Poor
64,True,Primary School,1,True,False,True,True,7.77,True,Hydroponic,Hoe,43.58,1593,523,29.28,3993,2956,Growing,Soybean,610,Poor
57,False,High School,9,False,False,True,True,5.99,True,Conventional,Hoe,25.19,4127,665,43.68,4772,1867,Growing,Soybean,645,Poor
42,True,High School,2,True,False,False,True,13.4,True,Hydroponic,Hoe,71.08,3178,1800,42.14,8312,2342,Stable,Rice,675,Average
44,True,Phd,0,False,False,False,False,10.63,False,Organic,Combine,67.23,5034,2941,59.32,8184,1562,Stable,Corn,795,Average
61,False,High School,0,False,False,True,True,5.04,True,Organic,Plow,17.46,2584,946,40.93,4552,1781,Stable,Corn,342,Poor
48,False,Primary School,0,False,False,True,False,18.35,True,Conventional,Tractor,55.55,5910,2612,42.2,4109,2570,Growing,Soybean,752,Average
64,True,High School,4,True,True,True,False,2.69,False,Conventional,Tractor,49.01,3078,1243,25.79,5333,1975,Growing,Corn,553,Poor
51,False,Secondary School,5,True,False,True,False,4.87,True,Conventional,Combine,39.12,4370,861,44.44,2776,2340,Declining,Wheat,626,Poor
53,False,High School,8,False,True,True,True,2.58,False,Conventional,Hoe,39.73,2439,1972,32.57,2008,2506,Growing,Wheat,633,Poor
36,True,Primary School,9,True,True,True,False,1.19,False,Conventional,Combine,19.36,2609,735,31.8,3711,1048,Stable,Corn,531,Poor
64,True,Secondary School,7,False,True,True,True,3.91,False,Organic,Tractor,27.45,3425,601,53.22,4675,2652,Growing,Soybean,407,Poor
39,False,Bachelor,2,True,True,True,True,29.55,True,Organic,Combine,63.2,5915,4164,61.18,6572,4304,Growing,Wheat,818,Best
45,True,Primary School,3,True,True,False,False,11.95,True,Conventional,Tractor,43.06,3133,1820,56.72,8080,2325,Stable,Corn,754,Average
23,True,Primary School,9,False,True,False,True,10.48,True,Organic,Combine,36.22,6985,1542,45.88,7982,3417,Growing,Wheat,653,Average
45,True,Primary School,7,False,True,True,False,18.8,True,Organic,Hoe,45.89,5660,3829,73.21,5681,2208,Stable,Rice,712,Average
33,True,Bachelor,0,True,True,True,True,37.07,True,Organic,Hoe,87.1,7128,3868,69.42,6934,3367,Growing,Rice,887,Best
63,False,Primary School,6,True,False,False,True,12.34,True,Conventional,Plow,76.04,4944,3514,86.99,5229,1848,Stable,Corn,714,Average
40,True,Primary School,2,False,False,False,False,7.5,True,Organic,Plow,13.55,3321,625,47.46,5073,1350,Declining,Soybean,614,Poor
57,False,College,4,True,False,False,False,7.75,False,Hydroponic,Plow,27.85,1030,1769,32.82,3446,1751,Growing,Soybean,563,Poor
49,False,Primary School,10,False,True,True,False,18.04,True,Conventional,Tractor,61.26,3533,3659,43.14,7773,4261,Declining,Corn,776,Average
62,False,Primary School,0,False,True,True,False,9.95,True,Organic,Tractor,17.38,1462,753,27.96,2860,1761,Stable,Rice,549,Poor
29,True,Secondary School,6,False,True,True,True,1.71,True,Conventional,Combine,13.7,3000,658,24.96,5267,1077,Stable,Corn,541,Poor
26,False,Secondary School,10,True,False,False,False,1.2,False,Organic,Tractor,34.38,2056,736,54.49,5366,1033,Declining,Rice,379,Poor
33,True,Primary School,7,False,True,False,False,6.1,True,Hydroponic,Tractor,49.91,1082,1643,41.74,5570,2222,Growing,Wheat,467,Poor
33,False,High School,6,True,False,True,True,2.02,True,Hydroponic,Plow,40.92,1591,1683,59.41,4907,2723,Declining,Soybean,602,Poor
44,False,Bachelor,2,True,True,True,True,26.26,True,Conventional,Tractor,93.57,7746,3432,73.18,9351,2809,Declining,Corn,885,Best
52,True,High School,2,True,True,True,True,14.61,True,Conventional,Tractor,71.97,9883,2109,109.92,9266,4413,Declining,Corn,851,Best
49,False,Primary School,3,False,True,True,False,6.35,True,Organic,Tractor,21.96,3776,610,45.82,3417,1179,Stable,Corn,306,Poor
28,True,High School,0,True,False,True,True,33.85,True,Hydroponic,Plow,85.15,9951,2545,108.82,8995,5927,Growing,Corn,851,Best
41,False,Primary School,3,False,False,False,False,11.64,False,Organic,Combine,48.65,4216,3970,51.77,5920,3636,Growing,Wheat,663,Average
39,False,Bachelor,3,True,True,True,True,44.72,True,Organic,Tractor,86.5,7138,2674,64.96,8721,2847,Declining,Soybean,844,Best
63,True,Primary School,3,False,True,False,False,9.52,False,Organic,Hoe,30.06,2920,1580,42.78,5009,2050,Stable,Soybean,391,Poor
50,True,High School,3,False,True,True,True,15.25,True,Hydroponic,Tractor,61.36,6786,4719,83.55,10277,3831,Declining,Rice,826,Best
59,False,High School,8,False,False,False,True,7.78,True,Conventional,Combine,28.91,1829,1431,35.61,3511,2252,Growing,Corn,414,Poor
51,True,Primary School,9,True,False,True,True,9.72,True,Hydroponic,Plow,11.75,2900,904,58.62,5311,2072,Declining,Wheat,626,Poor
57,False,Primary School,10,False,True,False,True,8.01,False,Organic,Tractor,48.46,3753,1361,52.22,4904,1642,Growing,Rice,529,Poor
33,True,Bachelor,0,False,True,True,True,25.4,True,Hydroponic,Plow,85.35,9620,4234,96.94,6590,4437,Growing,Wheat,816,Best
35,True,Master,3,True,True,True,True,35.23,True,Organic,Tractor,97.41,9123,3280,96.49,7925,5451,Stable,Rice,845,Best
53,True,Primary School,2,False,True,True,False,6.88,True,Organic,Hoe,27.93,2539,1640,35.66,5148,2571,Growing,Rice,430,Poor
48,True,Primary School,6,True,False,True,False,12.22,False,Conventional,Plow,55.5,6893,1332,76.87,7307,2839,Stable,Wheat,660,Average
45,False,High School,10,True,True,True,True,9.35,False,Organic,Combine,44.53,3307,975,41.27,5432,1080,Stable,Wheat,511,Poor
19,False,Secondary School,2,False,True,True,True,3.32,False,Organic,Plow,32.28,1473,531,55.68,4337,2594,Declining,Corn,641,Poor
40,True,High School,1,True,True,True,True,15.6,True,Organic,Tractor,69.91,8134,2445,86.38,7532,5865,Stable,Rice,856,Best
57,True,Primary School,2,True,True,False,True,5.98,True,Conventional,Tractor,17.93,3435,1380,20.62,5931,1593,Declining,Soybean,429,Poor
64,True,High School,8,False,False,False,True,3.03,True,Hydroponic,Plow,28.47,2255,1448,38.8,3144,1733,Growing,Rice,539,Poor
64,True,Secondary School,10,False,True,False,False,5.48,True,Organic,Combine,27.82,4604,833,34.97,2476,1583,Declining,Corn,306,Poor
24,True,Primary School,1,False,True,True,True,14.29,True,Organic,Hoe,48.19,6631,2657,56.9,5281,4575,Stable,Rice,738,Average
55,False,Primary School,9,False,False,True,False,16.78,True,Hydroponic,Hoe,44.98,5017,3859,49.24,8245,2888,Declining,Rice,651,Average
52,False,Primary School,5,False,True,True,True,9.73,False,Organic,Combine,23.3,1638,1594,21.79,3500,1028,Declining,Rice,342,Poor
54,True,College,7,True,True,False,True,5.33,False,Organic,Tractor,46.68,1737,595,37.36,5268,2787,Stable,Rice,374,Poor
58,True,Primary School,1,True,False,False,True,4.59,True,Organic,Hoe,16.74,4149,833,45.48,4896,1784,Stable,Soybean,379,Poor
55,True,High School,4,False,False,False,False,11.21,False,Conventional,Plow,68.89,4042,2929,71.67,5430,4348,Growing,Rice,653,Average
50,True,Primary School,2,True,True,True,True,1.91,False,Organic,Combine,12.02,2999,1387,50.73,4581,1198,Stable,Rice,451,Poor
33,True,Master,3,True,True,True,True,29.37,True,Conventional,Tractor,65.17,8942,3621,92.84,10131,5994,Declining,Rice,852,Best
46,True,Primary School,8,False,False,False,True,6.34,False,Organic,Plow,37.84,2064,1866,47.68,5871,2421,Growing,Soybean,309,Poor
26,False,High School,0,True,False,True,True,6.28,True,Conventional,Plow,22.03,1476,1257,28.17,2754,2034,Growing,Corn,627,Poor
55,True,College,10,True,True,False,True,16.13,True,Hydroponic,Tractor,66.34,3011,2929,51.13,8557,2352,Growing,Soybean,766,Average
50,False,Primary School,8,True,True,True,False,15.53,False,Conventional,Hoe,35.42,6235,3111,48.97,5444,1895,Growing,Wheat,749,Average
26,False,Secondary School,10,True,False,False,True,4.22,False,Organic,Tractor,23.22,1392,1890,33.59,3708,1885,Stable,Rice,586,Poor
56,True,Primary School,1,False,True,False,True,3.29,False,Hydroponic,Hoe,45.34,2646,691,32.2,3825,2858,Growing,Rice,563,Poor
65,False,Primary School,8,False,True,False,False,8.58,False,Conventional,Hoe,48.46,7568,1596,58.62,7005,4209,Stable,Corn,788,Average
20,False,Primary School,7,False,False,False,True,1.4,False,Organic,Hoe,14.51,1046,1177,51.46,5682,2574,Stable,Soybean,432,Poor
50,False,Primary School,10,False,True,True,False,18.33,True,Conventional,Tractor,78.39,4842,1233,88.3,4356,4590,Growing,Wheat,755,Average
39,True,High School,2,True,True,True,True,33.12,True,Conventional,Tractor,50.67,5293,3317,80.33,8719,2501,Declining,Corn,830,Best
43,False,High School,9,True,True,True,True,3.6,True,Conventional,Plow,27.74,2026,1297,32.83,2662,2541,Growing,Corn,313,Poor
54,False,Primary School,8,False,False,False,True,7.6,True,Organic,Plow,29.19,1044,928,46.34,5403,1194,Stable,Wheat,401,Poor
34,True,High School,5,False,False,True,False,9.92,False,Organic,Plow,49.3,3934,1424,59.05,4044,2305,Growing,Wheat,558,Poor
50,False,High School,5,False,False,False,False,6.37,True,Organic,Tractor,21.73,4110,1382,21.45,2005,1293,Declining,Rice,531,Poor
35,True,Bachelor,3,True,True,True,True,22.64,True,Organic,Tractor,54.93,6100,3910,105.71,7486,5060,Growing,Wheat,845,Best
58,False,Primary School,7,True,True,False,False,6.08,True,Organic,Hoe,22.5,3602,1250,47.92,5787,2680,Stable,Soybean,511,Poor
50,True,Primary School,2,True,False,False,False,7.44,False,Conventional,Hoe,54.22,4833,1917,73.88,4763,4813,Declining,Soybean,787,Average
36,False,Primary School,4,True,False,True,False,6.59,False,Hydroponic,Hoe,46.16,4545,1749,31.61,5788,1737,Growing,Corn,424,Poor
